0.000000   4.926037   1.000000  
0.100000   0.600000   6.650150  
0.200000   3.990090   0.810000  
0.300000   0.486000   5.386622  
0.400000   3.231973   0.656100  
0.500000   0.393660   4.363164  
0.600000   2.617898   0.531441  
0.700000   0.318865   3.534163  
0.800000   2.120498   0.430467  
0.900000   0.258280   2.862672  
1.000000   1.717603   0.348678  
1.100000   0.209207   2.318764  
1.200000   1.391258   0.282430  
1.300000   0.169458   1.878199  
1.400000   1.126919   0.228768  
1.500000   0.137261   1.521341  
1.600000   0.912805   0.185302  
1.700000   0.111181   1.232286  
1.800000   0.739372   0.150095  
1.900000   0.090057   0.998152  
2.000000   0.598891   0.121577  
2.100000   0.072946   0.808503  
2.200000   0.485102   0.098477  
2.300000   0.059086   0.654887  
2.400000   0.392932   0.079766  
2.500000   0.047860   0.530459  
2.600000   0.318275   0.064611  
2.700000   0.038766   0.429672  
2.800000   0.257803   0.052335  
2.900000   0.031401   0.348034  
3.000000   0.208820   0.042391  
