0.000000   1.000000   1.000000  
0.100000   1.087526   0.875256  
0.200000   1.160891   0.733659  
0.300000   1.219227   0.583356  
0.400000   1.262377   0.431504  
0.500000   1.290732   0.283547  
0.600000   1.305031   0.142990  
0.700000   1.306187   0.011555  
0.800000   1.295139   -0.110475  
0.900000   1.272752   -0.223872  
1.000000   1.239740   -0.330120  
1.100000   1.196624   -0.431161  
1.200000   1.143701   -0.529228  
1.300000   1.081025   -0.626762  
1.400000   1.008387   -0.726377  
1.500000   0.925302   -0.830856  
1.600000   0.830987   -0.943142  
1.700000   0.724362   -1.066257  
1.800000   0.604054   -1.203072  
1.900000   0.468481   -1.355739  
2.000000   0.316023   -1.524572  
2.100000   0.145412   -1.706118  
2.200000   -0.043632   -1.890438  
2.300000   -0.249485   -2.058530  
2.400000   -0.467710   -2.182246  
2.500000   -0.690688   -2.229784  
2.600000   -0.908389   -2.177006  
2.700000   -1.110288   -2.018987  
2.800000   -1.287640   -1.773523  
2.900000   -1.435029   -1.473890  
3.000000   -1.550669   -1.156398  
3.100000   -1.635704   -0.850350  
3.200000   -1.693095   -0.573915  
3.300000   -1.726586   -0.334908  
3.400000   -1.739964   -0.133786  
3.500000   -1.736646   0.033188  
3.600000   -1.719489   0.171567  
3.700000   -1.690764   0.287252  
3.800000   -1.652189   0.385747  
3.900000   -1.605001   0.471878  
4.000000   -1.550024   0.549771  
4.100000   -1.487728   0.622958  
4.200000   -1.418275   0.694533  
4.300000   -1.341543   0.767322  
4.400000   -1.257138   0.844048  
4.500000   -1.164389   0.927486  
4.600000   -1.062329   1.020600  
4.700000   -0.949667   1.126622  
4.800000   -0.824763   1.249039  
4.900000   -0.685630   1.391330  
5.000000   -0.530006   1.556239  
5.100000   -0.355590   1.744160  
5.200000   -0.160569   1.950209  
5.300000   0.055431   2.160003  
5.400000   0.290016   2.345856  
5.500000   0.536801   2.467848  
5.600000   0.785259   2.484573  
5.700000   1.022417   2.371580  
5.800000   1.235950   2.135331  
5.900000   1.417056   1.811062  
6.000000   1.561727   1.446709  
6.100000   1.670268   1.085415  
6.200000   1.745868   0.755996  
6.300000   1.793079   0.472110  
6.400000   1.816691   0.236124  
6.500000   1.821077   0.043857  
6.600000   1.809906   -0.111711  
6.700000   1.786090   -0.238160  
6.800000   1.751841   -0.342485  
6.900000   1.708774   -0.430677  
7.000000   1.658005   -0.507684  
7.100000   1.600249   -0.577563  
7.200000   1.535881   -0.643680  
7.300000   1.464989   -0.708922  
7.400000   1.387399   -0.775901  
7.500000   1.302686   -0.847126  
7.600000   1.210169   -0.925168  
7.700000   1.108889   -1.012799  
7.800000   0.997580   -1.113095  
7.900000   0.874634   -1.229453  
8.000000   0.738093   -1.365419  
8.100000   0.585681   -1.524118  
8.200000   0.414990   -1.706912  
8.300000   0.223909   -1.910803  
8.400000   0.011473   -2.124359  
8.500000   -0.220853   -2.323268  
8.600000   -0.467793   -2.469390  
8.700000   -0.719677   -2.518847  
8.800000   -0.963666   -2.439889  
8.900000   -1.186684   -2.230180  
9.000000   -1.378629   -1.919448  
9.100000   -1.534176   -1.555468  
9.200000   -1.652679   -1.185030  
9.300000   -1.736841   -0.841623  
9.400000   -1.791109   -0.542683  
9.500000   -1.820397   -0.292877  
9.600000   -1.829302   -0.089052  
9.700000   -1.821743   0.075594  
9.800000   -1.800859   0.208836  
9.900000   -1.769057   0.318018  
10.000000   -1.728108   0.409489  
10.100000   -1.679257   0.488511  
10.200000   -1.623320   0.559375  
10.300000   -1.560758   0.625615  
10.400000   -1.491737   0.690218  
10.500000   -1.416153   0.755835  
10.600000   -1.333657   0.824965  
10.700000   -1.243644   0.900124  
10.800000   -1.145245   0.983989  
10.900000   -1.037294   1.079516  
11.000000   -0.918294   1.189997  
11.100000   -0.786397   1.318966  
11.200000   -0.639418   1.469794  
11.300000   -0.474952   1.644655  
11.400000   -0.290713   1.842394  
11.500000   -0.085221   2.054916  
11.600000   0.141035   2.262569  
11.700000   0.384176   2.431406  
11.800000   0.635952   2.517760  
11.900000   0.884299   2.483473  
12.000000   1.115815   2.315160  
12.100000   1.319097   2.032818  
12.200000   1.487147   1.680494  
12.300000   1.617872   1.307257  
12.400000   1.713054   0.951817  
12.500000   1.776734   0.636800  
12.600000   1.813791   0.370567  
12.700000   1.828992   0.152017  
12.800000   1.826509   -0.024833  
12.900000   1.809743   -0.167661  
13.000000   1.781337   -0.284064  
13.100000   1.743261   -0.380755  
13.200000   1.696925   -0.463357  
13.300000   1.643279   -0.536466  
13.400000   1.582894   -0.603844  
13.500000   1.516031   -0.668635  
13.600000   1.442673   -0.733579  
13.700000   1.362552   -0.801207  
13.800000   1.275151   -0.874009  
13.900000   1.179692   -0.954589  
14.000000   1.075113   -1.045800  
14.100000   0.960031   -1.150818  
14.200000   0.832719   -1.273122  
14.300000   0.691097   -1.416212  
14.400000   0.532813   -1.582842  
14.500000   0.355482   -1.773313  
14.600000   0.157245   -1.982373  
14.700000   -0.062233   -2.194777  
14.800000   -0.300373   -2.381394  
14.900000   -0.550438   -2.500650  
15.000000   -0.801466   -2.510284  
15.100000   -1.040139   -2.386726  
15.200000   -1.254024   -2.138857  
15.300000   -1.434478   -1.804539  
15.400000   -1.577806   -1.433276  
15.500000   -1.684649   -1.068429  
15.600000   -1.758463   -0.738148  
15.700000   -1.803978   -0.455145  
15.800000   -1.826073   -0.220955  
15.900000   -1.829155   -0.030812  
16.000000   -1.816889   0.122654  
16.100000   -1.792170   0.247194  
16.200000   -1.757183   0.349870  
16.300000   -1.713515   0.436676  
16.400000   -1.662262   0.512536  
16.500000   -1.604115   0.581471  
16.600000   -1.539433   0.646811  
16.700000   -1.468292   0.711409  
16.800000   -1.390508   0.777847  
16.900000   -1.305647   0.848609  
17.000000   -1.213022   0.926246  
17.100000   -1.111671   1.013513  
17.200000   -1.000324   1.113473  
17.300000   -0.877372   1.229516  
17.400000   -0.740853   1.365190  
17.500000   -0.588489   1.523637  
17.600000   -0.417864   1.706256  
17.700000   -0.226851   1.910123  
17.800000   -0.014460   2.123916  
17.900000   0.217884   2.323442  
