0.000000   6.000000   2.000000  
0.012500   6.074508   2.051109  
0.025000   6.147933   2.104497  
0.037500   6.220124   2.160257  
0.050000   6.290922   2.218486  
0.062500   6.360159   2.279282  
0.075000   6.427663   2.342745  
0.087500   6.493251   2.408977  
0.100000   6.556736   2.478082  
0.112500   6.617921   2.550162  
0.125000   6.676604   2.625322  
0.137500   6.732578   2.703666  
0.150000   6.785628   2.785297  
0.162500   6.835536   2.870317  
0.175000   6.882078   2.958824  
0.187500   6.925028   3.050913  
0.200000   6.964158   3.146676  
0.212500   6.999235   3.246198  
0.225000   7.030032   3.349558  
0.237500   7.056318   3.456825  
0.250000   7.077868   3.568061  
0.262500   7.094460   3.683317  
0.275000   7.105882   3.802628  
0.287500   7.111925   3.926019  
0.300000   7.112396   4.053497  
0.312500   7.107111   4.185051  
0.325000   7.095903   4.320653  
0.337500   7.078623   4.460251  
0.350000   7.055139   4.603773  
0.362500   7.025345   4.751123  
0.375000   6.989155   4.902179  
0.387500   6.946512   5.056791  
0.400000   6.897387   5.214784  
0.412500   6.841782   5.375953  
0.425000   6.779729   5.540066  
0.437500   6.711295   5.706861  
0.450000   6.636578   5.876048  
0.462500   6.555713   6.047310  
0.475000   6.468870   6.220302  
0.487500   6.376251   6.394654  
0.500000   6.278093   6.569975  
0.512500   6.174664   6.745850  
0.525000   6.066264   6.921849  
0.537500   5.953219   7.097525  
0.550000   5.835882   7.272420  
0.562500   5.714629   7.446070  
0.575000   5.589854   7.618006  
0.587500   5.461966   7.787758  
0.600000   5.331388   7.954864  
0.612500   5.198548   8.118867  
0.625000   5.063881   8.279326  
0.637500   4.927817   8.435814  
0.650000   4.790786   8.587925  
0.662500   4.653208   8.735279  
0.675000   4.515492   8.877518  
0.687500   4.378032   9.014316  
0.700000   4.241204   9.145379  
0.712500   4.105364   9.270442  
0.725000   3.970847   9.389279  
0.737500   3.837963   9.501694  
0.750000   3.706997   9.607529  
0.762500   3.578206   9.706659  
0.775000   3.451824   9.798993  
0.787500   3.328056   9.884475  
0.800000   3.207081   9.963079  
0.812500   3.089052   10.034810  
0.825000   2.974096   10.099701  
0.837500   2.862318   10.157810  
0.850000   2.753799   10.209224  
0.862500   2.648598   10.254046  
0.875000   2.546753   10.292403  
0.887500   2.448286   10.324440  
0.900000   2.353201   10.350313  
0.912500   2.261485   10.370196  
